clothing_id,age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,review_date
1110,46,Beautiful!,Very comfortable.,Loved it,1,8,General,Intimate,Pants,2014-01-04 20:00:00
1052,48,Love!,Very comfortable.,Loved it,1,36,General,Dresses,Blouses,2014-01-04 21:00:00
1023,18,Love!,"Too small, returning.",Loved it,1,78,Initmates,Intimate,Intimates,2014-01-04 22:00:00
1153,51,"Cute, but see through",Very comfortable.,Loved it,0,99,General Petite,Trend,Blouses,2014-01-04 23:00:00
1187,35,Perfect transition dress,Lovely fabric and color.,Liked it,0,36,General Petite,Bottoms,Knits,2014-01-05 00:00:00
1123,35,Please make more like this one!,Great fit and quality!,Liked it,1,87,General Petite,Jackets,Jackets,2014-01-05 01:00:00
1040,23,Perfect transition dress,Great fit and quality!,Liked it,1,17,Initmates,Jackets,Dresses,2014-01-05 02:00:00
1156,69,"Cute, but see through",Very comfortable.,Loved it,1,59,General,Bottoms,Intimates,2014-01-05 03:00:00
1014,57,Beautiful!,Scratchy material.,Loved it,1,30,General,Intimate,Lounge,2014-01-05 04:00:00
1044,18,Perfect transition dress,"Too small, returning.",Loved it,1,26,General,Trend,Blouses,2014-01-05 05:00:00
1064,64,Love it!,Very comfortable.,Liked it,0,17,Initmates,Bottoms,Dresses,2014-01-05 06:00:00
1088,59,Love,Lovely fabric and color.,Was okay,1,79,General,Tops,Pants,2014-01-05 07:00:00
1070,47,Please make more like this one!,"Too small, returning.",Loved it,1,70,Initmates,Trend,Dresses,2014-01-05 08:00:00
1008,21,Love,Very comfortable.,Loved it,1,35,General Petite,Trend,Knits,2014-01-05 09:00:00
1087,49,Love it!,"Too small, returning.",Loved it,1,17,General,Jackets,Jackets,2014-01-05 10:00:00
1128,27,Love,Scratchy material.,Loved it,1,70,General Petite,Jackets,Jackets,2014-01-05 11:00:00
1135,60,Love!,Lovely fabric and color.,Loved it,1,37,General,Trend,Blouses,2014-01-05 12:00:00
1062,22,Please make more like this one!,Very comfortable.,Loved it,1,46,General,Jackets,Lounge,2014-01-05 13:00:00
1138,26,nan,Great fit and quality!,Loved it,1,64,General,Trend,Jackets,2014-01-05 14:00:00
1080,22,Love!,Lovely fabric and color.,Hated it ,1,35,Initmates,Intimate,Intimates,2014-01-05 15:00:00
1135,28,"Cute, but see through",Scratchy material.,Was okay,1,45,General,Jackets,Blouses,2014-01-05 16:00:00
1162,52,Love it!,Scratchy material.,Liked it,1,86,Initmates,Jackets,Blouses,2014-01-05 17:00:00
1162,44,nan,Great fit and quality!,Was okay,1,44,General,Intimate,Dresses,2014-01-05 18:00:00
1032,21,Love!,Lovely fabric and color.,Loved it,1,6,General Petite,Trend,Lounge,2014-01-05 19:00:00
1122,27,nan,Very comfortable.,Loved it,1,4,Initmates,Jackets,Blouses,2014-01-05 20:00:00
1004,56,Love,Great fit and quality!,Loved it,1,89,General,Intimate,Dresses,2014-01-05 21:00:00
1040,50,Beautiful!,Very comfortable.,Liked it,0,75,General Petite,Bottoms,Intimates,2014-01-05 22:00:00
1027,55,Love it!,"Too small, returning.",Not great,1,67,General,Bottoms,Dresses,2014-01-05 23:00:00
1134,25,Love,Very comfortable.,Loved it,1,20,General,Bottoms,Dresses,2014-01-06 00:00:00
1071,66,Beautiful!,"Too small, returning.",Loved it,0,48,General,Jackets,Knits,2014-01-06 01:00:00
1011,41,Perfect transition dress,Very comfortable.,Was okay,0,39,General,Dresses,Pants,2014-01-06 02:00:00
1161,56,Please make more like this one!,"Too small, returning.",Loved it,1,75,Initmates,Tops,Blouses,2014-01-06 03:00:00
1032,50,Love it!,Lovely fabric and color.,Liked it,0,41,General Petite,Jackets,Blouses,2014-01-06 04:00:00
1047,58,Love,Scratchy material.,Liked it,1,71,General Petite,Bottoms,Pants,2014-01-06 05:00:00
1150,60,Love it!,Lovely fabric and color.,Loved it,1,30,Initmates,Trend,Intimates,2014-01-06 06:00:00
1061,36,Beautiful!,Great fit and quality!,Liked it,1,23,Initmates,Dresses,Intimates,2014-01-06 07:00:00
1036,19,Please make more like this one!,Lovely fabric and color.,Loved it,0,24,General Petite,Bottoms,Intimates,2014-01-06 08:00:00
1098,28,Love!,Lovely fabric and color.,Loved it,1,51,General,Tops,Knits,2014-01-06 09:00:00
1171,52,nan,Scratchy material.,Not great,1,34,Initmates,Intimate,Dresses,2014-01-06 10:00:00
1103,34,Perfect transition dress,Lovely fabric and color.,Loved it,1,67,General,Intimate,Knits,2014-01-06 11:00:00
1034,59,Perfect transition dress,Great fit and quality!,Loved it,1,68,General,Dresses,Lounge,2014-01-06 12:00:00
1192,20,Beautiful!,Lovely fabric and color.,Loved it,1,68,General,Dresses,Intimates,2014-01-06 13:00:00
1100,39,Beautiful!,Lovely fabric and color.,Loved it,1,15,Initmates,Tops,Knits,2014-01-06 14:00:00
1174,52,"Cute, but see through",Lovely fabric and color.,Loved it,1,94,General,Intimate,Intimates,2014-01-06 15:00:00
1130,38,Please make more like this one!,Lovely fabric and color.,Loved it,1,79,Initmates,Trend,Blouses,2014-01-06 16:00:00
1000,42,"Cute, but see through",Scratchy material.,Liked it,1,41,Initmates,Intimate,Knits,2014-01-06 17:00:00
1004,56,Love it!,Scratchy material.,Loved it,1,52,General,Jackets,Blouses,2014-01-06 18:00:00
1141,19,Love it!,Great fit and quality!,Was okay,1,45,General,Intimate,Blouses,2014-01-06 19:00:00
1102,18,Perfect transition dress,Great fit and quality!,Loved it,1,41,Initmates,Intimate,Lounge,2014-01-06 20:00:00
1026,24,Love,Great fit and quality!,Liked it,1,17,General,Tops,Dresses,2014-01-06 21:00:00
1136,37,nan,Lovely fabric and color.,Loved it,1,16,General Petite,Bottoms,Knits,2014-01-06 22:00:00
1014,60,"Cute, but see through",Very comfortable.,Loved it,1,3,General Petite,Trend,Jackets,2014-01-06 23:00:00
1089,23,Beautiful,Lovely fabric and color.,Loved it,1,32,Initmates,Tops,Intimates,2014-01-07 00:00:00
1041,53,Love,Very comfortable.,Was okay,1,70,Initmates,Bottoms,Pants,2014-01-07 01:00:00
1123,68,Please make more like this one!,Great fit and quality!,Loved it,1,26,General,Tops,Jackets,2014-01-07 02:00:00
1178,38,Love it!,Lovely fabric and color.,Loved it,1,27,General Petite,Dresses,Lounge,2014-01-07 03:00:00
1062,68,Beautiful!,Great fit and quality!,Loved it,1,74,General Petite,Bottoms,Blouses,2014-01-07 04:00:00
1095,63,Love it!,Scratchy material.,Liked it,0,49,General Petite,Trend,Dresses,2014-01-07 05:00:00
1051,52,nan,Great fit and quality!,Not great,0,49,General Petite,Bottoms,Lounge,2014-01-07 06:00:00
1095,53,"Cute, but see through",Lovely fabric and color.,Loved it,0,79,General Petite,Dresses,Dresses,2014-01-07 07:00:00
1131,25,Beautiful!,Scratchy material.,Liked it,0,81,Initmates,Tops,Lounge,2014-01-07 08:00:00
1150,67,Perfect transition dress,Scratchy material.,Loved it,1,82,General Petite,Dresses,Jackets,2014-01-07 09:00:00
1142,21,Love,Very comfortable.,Hated it ,1,13,Initmates,Dresses,Knits,2014-01-07 10:00:00
1170,60,Love,"Too small, returning.",Liked it,1,75,General,Dresses,Blouses,2014-01-07 11:00:00
1028,33,"Cute, but see through",Scratchy material.,Loved it,1,92,General,Tops,Blouses,2014-01-07 12:00:00
1035,20,"Cute, but see through","Too small, returning.",Loved it,1,28,General Petite,Bottoms,Blouses,2014-01-07 13:00:00
1012,24,"Cute, but see through",Great fit and quality!,Loved it,1,50,Initmates,Intimate,Knits,2014-01-07 14:00:00
1159,19,Beautiful,Great fit and quality!,Liked it,0,65,Initmates,Trend,Knits,2014-01-07 15:00:00
1070,18,Beautiful,Scratchy material.,Loved it,0,21,Initmates,Jackets,Jackets,2014-01-07 16:00:00
1186,18,Beautiful!,Very comfortable.,Liked it,1,14,General,Dresses,Blouses,2014-01-07 17:00:00
1085,55,Love!,Great fit and quality!,Liked it,1,50,Initmates,Dresses,Lounge,2014-01-07 18:00:00
1027,68,"Cute, but see through","Too small, returning.",Loved it,1,19,Initmates,Tops,Pants,2014-01-07 19:00:00
1065,24,Love,Scratchy material.,Liked it,1,54,General,Tops,Blouses,2014-01-07 20:00:00
1169,41,Beautiful!,Scratchy material.,Not great,1,43,Initmates,Tops,Dresses,2014-01-07 21:00:00
1044,22,Beautiful,Very comfortable.,Loved it,1,65,General,Tops,Lounge,2014-01-07 22:00:00
1061,38,Love it!,Scratchy material.,Was okay,1,82,General,Bottoms,Intimates,2014-01-07 23:00:00
1184,45,nan,Lovely fabric and color.,Loved it,1,36,General,Bottoms,Knits,2014-01-08 00:00:00
1133,35,Love!,"Too small, returning.",Loved it,1,28,General Petite,Jackets,Knits,2014-01-08 01:00:00
1027,41,Please make more like this one!,Lovely fabric and color.,Not great,0,82,General,Intimate,Knits,2014-01-08 02:00:00
1027,49,"Cute, but see through",Lovely fabric and color.,Liked it,1,82,General Petite,Trend,Jackets,2014-01-08 03:00:00
1107,62,Love it!,"Too small, returning.",Liked it,1,28,Initmates,Dresses,Jackets,2014-01-08 04:00:00
1043,50,"Cute, but see through",Scratchy material.,Loved it,1,40,General Petite,Tops,Knits,2014-01-08 05:00:00
1083,27,Beautiful,Scratchy material.,Loved it,1,11,General Petite,Dresses,Intimates,2014-01-08 06:00:00
1029,26,Love,Lovely fabric and color.,Loved it,1,89,General,Trend,Lounge,2014-01-08 07:00:00
1189,66,Love it!,"Too small, returning.",Liked it,1,44,General,Dresses,Blouses,2014-01-08 08:00:00
1074,50,"Cute, but see through",Great fit and quality!,Liked it,0,50,Initmates,Dresses,Knits,2014-01-08 09:00:00
1127,50,Love,"Too small, returning.",Loved it,1,89,General Petite,Intimate,Pants,2014-01-08 10:00:00
1091,24,Perfect transition dress,Lovely fabric and color.,Loved it,1,10,General,Intimate,Pants,2014-01-08 11:00:00
1189,21,"Cute, but see through","Too small, returning.",Liked it,1,82,General,Intimate,Blouses,2014-01-08 12:00:00
1128,45,Love,"Too small, returning.",Hated it ,1,66,General Petite,Bottoms,Blouses,2014-01-08 13:00:00
1120,40,Beautiful,Great fit and quality!,Liked it,1,56,General Petite,Dresses,Pants,2014-01-08 14:00:00
1026,49,nan,Very comfortable.,Liked it,1,36,General,Trend,Intimates,2014-01-08 15:00:00
1189,61,nan,Very comfortable.,Was okay,1,41,Initmates,Tops,Dresses,2014-01-08 16:00:00
1120,33,"Cute, but see through",Great fit and quality!,Loved it,0,99,General,Tops,Pants,2014-01-08 17:00:00
1115,63,Beautiful!,"Too small, returning.",Loved it,1,22,Initmates,Bottoms,Blouses,2014-01-08 18:00:00
1002,27,Love!,Lovely fabric and color.,Liked it,1,61,General,Bottoms,Jackets,2014-01-08 19:00:00
1102,31,Love!,Great fit and quality!,Was okay,1,44,General Petite,Trend,Pants,2014-01-08 20:00:00
1197,56,Love it!,Very comfortable.,Liked it,1,85,Initmates,Jackets,Dresses,2014-01-08 21:00:00
1199,53,Love!,Very comfortable.,Loved it,0,81,Initmates,Trend,Pants,2014-01-08 22:00:00
1154,51,"Cute, but see through",Great fit and quality!,Loved it,1,32,Initmates,Jackets,Jackets,2014-01-08 23:00:00
1136,41,Beautiful!,"Too small, returning.",Liked it,1,91,General,Intimate,Jackets,2014-01-09 00:00:00
1061,35,nan,Scratchy material.,Liked it,0,8,Initmates,Bottoms,Blouses,2014-01-09 01:00:00
1164,33,Love!,Lovely fabric and color.,Loved it,0,34,General Petite,Bottoms,Lounge,2014-01-09 02:00:00
1050,58,Love,Scratchy material.,Liked it,0,34,General,Jackets,Knits,2014-01-09 03:00:00
1171,54,Perfect transition dress,Lovely fabric and color.,Liked it,1,84,General Petite,Intimate,Jackets,2014-01-09 04:00:00
1151,58,Love!,Scratchy material.,Loved it,1,46,General,Trend,Jackets,2014-01-09 05:00:00
1058,42,Beautiful,Scratchy material.,Loved it,1,63,General Petite,Trend,Intimates,2014-01-09 06:00:00
1117,25,Beautiful!,Lovely fabric and color.,Was okay,0,52,General,Dresses,Jackets,2014-01-09 07:00:00
1159,41,Love!,Lovely fabric and color.,Was okay,0,24,General Petite,Tops,Intimates,2014-01-09 08:00:00
1095,37,Beautiful!,Very comfortable.,Loved it,1,38,General Petite,Dresses,Jackets,2014-01-09 09:00:00
1179,65,nan,"Too small, returning.",Hated it ,1,7,General Petite,Bottoms,Jackets,2014-01-09 10:00:00
1112,47,Love!,"Too small, returning.",Loved it,1,53,Initmates,Trend,Knits,2014-01-09 11:00:00
1061,37,Perfect transition dress,Very comfortable.,Loved it,1,10,Initmates,Dresses,Pants,2014-01-09 12:00:00
1185,35,Love!,Scratchy material.,Loved it,1,38,General Petite,Trend,Pants,2014-01-09 13:00:00
1051,21,Love it!,Lovely fabric and color.,Was okay,1,42,General,Jackets,Jackets,2014-01-09 14:00:00
1011,65,Beautiful,Great fit and quality!,Was okay,1,53,General,Jackets,Blouses,2014-01-09 15:00:00
1038,53,Perfect transition dress,Scratchy material.,Liked it,1,83,Initmates,Dresses,Knits,2014-01-09 16:00:00
1129,23,Please make more like this one!,"Too small, returning.",Loved it,0,6,General Petite,Trend,Intimates,2014-01-09 17:00:00
1130,20,nan,Lovely fabric and color.,Liked it,0,49,Initmates,Dresses,Jackets,2014-01-09 18:00:00
1112,35,Love!,Very comfortable.,Loved it,1,74,General,Jackets,Jackets,2014-01-09 19:00:00
1100,64,Perfect transition dress,Scratchy material.,Was okay,1,86,Initmates,Intimate,Dresses,2014-01-09 20:00:00
1112,57,Love,Great fit and quality!,Loved it,1,57,Initmates,Intimate,Knits,2014-01-09 21:00:00
1183,35,nan,Scratchy material.,Loved it,1,43,General,Bottoms,Pants,2014-01-09 22:00:00
1080,40,Please make more like this one!,Very comfortable.,Hated it ,1,28,General Petite,Tops,Knits,2014-01-09 23:00:00
1186,52,Love it!,Great fit and quality!,Liked it,1,86,Initmates,Jackets,Intimates,2014-01-10 00:00:00
1112,23,Beautiful,Scratchy material.,Loved it,0,63,Initmates,Dresses,Pants,2014-01-10 01:00:00
1001,43,nan,Very comfortable.,Loved it,1,41,General Petite,Tops,Pants,2014-01-10 02:00:00
1129,38,Love,Scratchy material.,Was okay,1,0,General,Trend,Lounge,2014-01-10 03:00:00
1053,41,Love,Lovely fabric and color.,Loved it,1,48,General Petite,Bottoms,Dresses,2014-01-10 04:00:00
1086,32,nan,Scratchy material.,Loved it,0,59,Initmates,Bottoms,Lounge,2014-01-10 05:00:00
1128,44,Love,Very comfortable.,Loved it,1,46,General,Tops,Jackets,2014-01-10 06:00:00
1146,49,Beautiful!,"Too small, returning.",Liked it,1,15,General Petite,Jackets,Knits,2014-01-10 07:00:00
1125,29,Perfect transition dress,Very comfortable.,Not great,1,96,Initmates,Bottoms,Lounge,2014-01-10 08:00:00
1129,22,Love,Scratchy material.,Hated it ,1,47,Initmates,Trend,Lounge,2014-01-10 09:00:00
1052,24,Please make more like this one!,Lovely fabric and color.,Hated it ,1,66,General,Intimate,Pants,2014-01-10 10:00:00
1171,39,Beautiful,"Too small, returning.",Loved it,1,32,General Petite,Dresses,Dresses,2014-01-10 11:00:00
1159,44,Perfect transition dress,Very comfortable.,Was okay,1,42,General,Tops,Blouses,2014-01-10 12:00:00
1197,32,Beautiful,"Too small, returning.",Liked it,1,2,General,Tops,Blouses,2014-01-10 13:00:00
1159,56,nan,Lovely fabric and color.,Liked it,1,90,General Petite,Intimate,Blouses,2014-01-10 14:00:00
1067,62,Perfect transition dress,Great fit and quality!,Was okay,0,2,Initmates,Trend,Jackets,2014-01-10 15:00:00
1182,52,nan,"Too small, returning.",Was okay,0,64,General Petite,Bottoms,Dresses,2014-01-10 16:00:00
1183,43,Love!,Very comfortable.,Loved it,1,7,Initmates,Trend,Intimates,2014-01-10 17:00:00
1122,40,Love,Lovely fabric and color.,Not great,1,31,Initmates,Bottoms,Jackets,2014-01-10 18:00:00
1144,30,Beautiful,Very comfortable.,Was okay,1,82,General,Bottoms,Jackets,2014-01-10 19:00:00
1037,43,Please make more like this one!,Lovely fabric and color.,Liked it,0,59,General,Tops,Pants,2014-01-10 20:00:00
1023,20,Love!,Very comfortable.,Was okay,1,19,General,Dresses,Jackets,2014-01-10 21:00:00
1068,46,Beautiful,Lovely fabric and color.,Liked it,1,76,Initmates,Tops,Knits,2014-01-10 22:00:00
1115,19,nan,Scratchy material.,Was okay,1,61,General Petite,Trend,Blouses,2014-01-10 23:00:00
1097,45,Please make more like this one!,Very comfortable.,Liked it,1,73,General,Trend,Dresses,2014-01-11 00:00:00
1197,40,Beautiful!,Lovely fabric and color.,Liked it,1,18,Initmates,Tops,Blouses,2014-01-11 01:00:00
1138,53,Please make more like this one!,Great fit and quality!,Loved it,1,59,General Petite,Intimate,Jackets,2014-01-11 02:00:00
1143,66,Beautiful!,Lovely fabric and color.,Was okay,1,84,General Petite,Trend,Lounge,2014-01-11 03:00:00
1096,23,"Cute, but see through",Great fit and quality!,Not great,0,70,General Petite,Intimate,Jackets,2014-01-11 04:00:00
1123,28,Beautiful!,"Too small, returning.",Hated it ,1,89,Initmates,Intimate,Dresses,2014-01-11 05:00:00
1186,55,Beautiful!,Lovely fabric and color.,Loved it,1,50,General,Dresses,Jackets,2014-01-11 06:00:00
1069,51,Love!,"Too small, returning.",Loved it,1,4,General Petite,Jackets,Dresses,2014-01-11 07:00:00
1092,34,Beautiful!,"Too small, returning.",Liked it,1,57,General,Intimate,Intimates,2014-01-11 08:00:00
